timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674297021180,320,/official-store,200,OK,Distributed Load Test 1-23,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,303,0,0
1674297021366,1083,/topup,200,OK,Distributed Load Test 1-25,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,826,0,515
1674297022449,311,/dicovery-diskon,200,OK,Distributed Load Test 1-25,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,298,0,0
1674297022760,350,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-25,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,331,0,0
1674297022370,1162,/list-product,200,OK,Distributed Load Test 1-26,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,825,0,524
1674297023111,421,/official-store,200,OK,Distributed Load Test 1-25,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,302,0,0
1674297023533,366,/list-merchant,200,OK,Distributed Load Test 1-26,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,349,0,0
1674297023900,349,/detail-product,200,OK,Distributed Load Test 1-26,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,329,0,0
1674297023372,1056,/topup,200,OK,Distributed Load Test 1-27,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,796,0,498
1674297024250,328,/promo,200,OK,Distributed Load Test 1-26,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,310,0,0
1674297024428,342,/dicovery-diskon,200,OK,Distributed Load Test 1-27,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,323,0,0
1674297024579,308,/review-product,200,OK,Distributed Load Test 1-26,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,298,0,0
1674297024770,329,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-27,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,312,0,0
1674297024888,323,/discussion,200,OK,Distributed Load Test 1-26,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,303,0,0
1674297025100,340,/official-store,200,OK,Distributed Load Test 1-27,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,318,0,0
1674297025212,327,/merchant/product,200,OK,Distributed Load Test 1-26,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,309,0,0
1674297025541,337,/checkout-list,200,OK,Distributed Load Test 1-26,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,322,0,0
1674297025879,310,/add-to-cart,200,OK,Distributed Load Test 1-26,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,299,0,0
1674297025369,1075,/topup,200,OK,Distributed Load Test 1-29,text,true,,19163,179,1,1,https://api-staging-builder.engineer.ai/configurations,807,0,497
1674297026445,315,/dicovery-diskon,200,OK,Distributed Load Test 1-29,text,true,,19162,179,1,1,https://api-staging-builder.engineer.ai/configurations,307,0,0
